ID,Answer
0,白色羽毛
1,《臺灣府志》
2,袁晁
3,天津武備學堂
4,長盤勝負
5,田漢
6,1874年
7,西漢的版圖向西擴張
8,英國
9,為運送郵件繳納了事先規定好的郵資
10,周星馳
11,石田三成
12,無障礙環境
13,歐洲工業文明崛起後特殊的文化現象之一
14,2004年
15,硫-34
16,羅斯福
17,大陵五，它在2.87天的週期中，光度規則的在2.3至3.5等之間變化著
18,經濟
19,水平速度
20,愛爾蘭語
21,荷蘭
22,硫化物
23,塞爾維亞反對黨
24,1910年代
25,戰爭的另一種形式
26,拉丁文
27,猶太基督徒
28,1974年
29,霍克菲爾德
30,文化大革命
31,薩蒂里卡》
32,灣仔區
33,振州
34,形容一種無限制的、自私、而野蠻的競爭情況
35,1964年
36,新北市
37,小白宮
38,《中華人民共和國集會遊行示威法
39,南人
40,宋端宗
41,麻省理工
42,46億年
43,1070年
44,社會保障法規
45,水上報告廳
46,1929年
47,全息照片郵票
48,1932年
49,零碳天地落成，為香港政府宣布《起動九龍東》計劃後，成為九龍東首批標誌性項目之一。九龍灣也有一些住宅區，有兩大私人屋苑，分別是九龍灣站上蓋的德福花園及麗晶花園
50,康熙帝
51,武漢水利電力大學
52,1960年代
53,亞歷山大一世被刺殺
54,
55,基督教
56,阿爾法版本
57,二十六年間，南京進行了大規模的首都建設，奠定了南京現代城市發展的良好基礎。民國十八年
58,新北市教育主管機管
59,佔領行動
60,路易十五經常在宮中舉行場面浩大壯觀的典禮、晚會、舞會
61,中國國民黨
62,中生代侏羅紀
63,阿拉貢國王卡洛斯三世
64,熱帶雨林氣候
65,意圖完全擺脫漢朝的控制
66,蔣中正
67,東漢
68,噴射發動機
69,弘治十二年
70,亞洲
71,1994年
72,美國
73,氦
74,人縱然賺得了全世界，卻賠上了自己的靈魂，為他有什麼益處？
75,汽車以外的交通而供用的道路。
76,大韓生命保險公司大樓
77,朱少文
78,羽柴秀吉
79,克萊蒙梭
80,金泳三
81,1958年
82,靈魂
83,科龍港
84,蓋爾人
85,科學知識及技術的發現
86,保山市
87,隋滅南陳
88,佛教
89,1861年
90,豐臣秀吉
91,江北地區
92,英國
93,人民公社化的第一步
94,武漢水利電力大學
95,蘇利南
96,1934年
97,檸檬酸咖啡因療法
98,1919年為止一直保留國大黨的身份，在其雙層身份期間，他被尊為國大黨的代言人，與此同時奈都夫人則被尊為「印度教-穆斯林團結大使
99,1949年
100,大象
101,1915年
102,1000年
103,有絲分裂
104,美國
105,巴爾米拉王國
106,仁祖
107,436000人，是東北亞較大的少數民族，有自己的自治共和國，首都是烏蘭烏德。他們是分布最北的蒙古人。布里亞特人分前後貝加爾共有十個
108,佛學論書
109,戰基處
110,漢諾瓦
111,4天
112,1944年
113,安娜·德·薩伏伊皇后
114,巴夏禮
115,哈林河
116,孟加拉
117,傳統音樂
118,中原
119,荷蘭語
120,美國國家歷史名勝
121,總理
122,波斯人
123,王樹民
124,高句麗安藏王被刺殺
125,複雜及未標準化
126,二千九百公尺
127,
128,害怕德軍在東線戰線上沒有足夠兵力應付俄國
129,
130,用來運貨
131,公民權
132,西人黨
133,4年
134,臺北
135,查莫洛人
136,杭縣
137,蘇聯國旗
138,20%
139,1941年
140,1940年成立的麻省理工放射實驗室，協助英國軍方發展多腔磁控管雷達技術
141,石齋畫報
142,
143,1988年
144,上吊方式
145,吉米卡特
146,沈括
147,《布告各省公啟》
148,阿拉里克
149,俄國內戰
150,髒層
151,男性
152,1949年
153,
154,清光緒十七年
155,「雕像」
156,國共內戰戰況失利
157,
158,乙醚
159,唐代宗
160,卡爾梅克人
161,2000年
162,63位
163,教宗卡利克斯特三世
164,古希臘時代
165,「[UNK]
166,
167,蔣中正
168,農業
169,網景公司
170,9月2日
171,1998年
172,
173,
174,公元68年
175,趙佗
176,艾德溫·史密斯紙草文稿》是人類史上第一部醫學著作，由莎草紙
177,香港特別行政區政府部門及聯合國屬下的世界氣象組織成員
178,是普魯士為了統一德國，並與法國爭奪歐洲大陸霸權而爆發的戰爭
179,1610年1月7日
180,創建強力政府，建立社會保障，整理整個社會，重建國家榮譽
181,28歲
182,1949年9月
183,保加利亞
184,
185,10度
186,自由黨
187,亞非
188,波士頓
189,1912年
190,網球正拍擊球
191,設立後箱館裁判所
192,明朝
193,古羅馬[UNK]中世紀
194,2000年
195,1998年
196,道縣玉蟾岩
197,
198,峽灣
199,阿森納女子足球俱樂部
200,社會主義市場經濟
201,較有消費能力的居民
202,1920年
203,美元
204,多倫多
205,
206,彌爾
207,中央情報局
208,珍妮·蓋諾
209,在時域上數學形式為連續函式的訊號
210,百濟也與中國南朝保持緊密的接觸，這種緊密的外交接觸在百濟個性溫和的雕塑中得到證實
211,普尼沙·拉契奇
212,義大利的威尼斯影展
213,清涼
214,新北市
215,聯盟合作
216,甲午戰爭
217,克孜勒
218,解散食堂
219,好在歷史是人民寫的
220,美觀
221,中部科學園區
222,西部地區
223,1982年
224,1449年
225,皇帝
226,斯洛伐克
227,國立廣東大學
228,美國發明家
229,2006年
230,沒有
231,《人體器官移植條例》
232,元
233,1624年，原佔領澎湖的荷蘭人和明軍簽約，放棄其在澎湖的經營，轉而登陸臺灣南部，屬於荷蘭東印度公司的荷蘭人首先在「北汕尾」建立簡易的商館，同年，於「一[UNK][UNK]」築起了「熱蘭遮城」，以此作為統治中心，為增加米、糖等農作物產量
234,三倍
235,耗盡了核心的氫燃料
236,颱風
237,2016年
238,1968年
239,30個
240,由一名全職教授授課。
241,[UNK]包茂
242,現代化建築
243,阿美族
244,歐洲歷史的一段時期，是中世紀發展最高峰期，一般認為包括11世紀、12世紀和13世紀，承接中世紀前期和後期。
245,2013年
246,赫爾伯特·查普曼
247,由於據傳在與比提尼亞國王的性行為中處於被動地位
248,七年
249,洛杉磯湖人
250,溥[UNK]
251,中國人民解放軍創始人
252,
253,民政長為巡按使
254,風之國度
255,1946年
256,為漢語拼音方案
257,1984年
258,地面車站
259,不萊梅
260,法蘭西第二帝國
261,閩南人
262,全勝
263,利用小型雷達測距儀追蹤目標的距離，協助飛行員找到最佳射擊時機
264,地心說
265,濃度低
266,光緒年間
267,明朝
268,1848年
269,1954年
270,1997年
271,南朝鮮
272,《南華早報》
273,可以麻痺嗅覺神經
274,希臘-巴克特里亞王國
275,阿聯
276,交通基建
277,紅軍
278,荷蘭人
279,天狼星在東方地平線的出現
280,心肌細胞
281,1961年，韓國人均國內生產毛額僅為80美元，80%的人口為文盲。韓國政府將15-20%的財政支出用於教育。1975-1985年
282,梵蒂岡
283,女神大橋
284,1237年
285,東羅馬
286,晉安帝左右侍從密謀以毒酒毒殺安帝，王韶之
287,奧匈帝國
288,紐約影評人協會
289,1655年
290,清
291,美川王
292,胡安·林茲
293,日本
294,1954年
295,自行
296,諸葛長民
297,
298,383年
299,羅納爾迪尼奧
300,
301,
302,利奧三世
303,拉丁字母
304,將飛行員的控制命令透過電線與電子裝置，轉換為對控制面的驅動訊號與力量
305,乙醚
306,中緬大戰
307,斯德哥爾摩
308,第三紀中新世
309,中華民國
310,高麗時期
311,靳雲鵬
312,1958年
313,《馬德里議定書》
314,
315,曹魏故都智慧之旅
316,埃姆斯蘭高速公路阿31
317,布爾什維克革命
318,民主黨改革
319,彌爾
320,感光細胞
321,1928年
322,期貨合約
323,十多個
324,300美元
325,楊宇霆
326,民國33年黔南事變後，經時任中國陸軍總司令何應欽的推薦，楊森於民國34年1月調任貴州省政府主席。楊森在貴州當政期間，提出了「建設新貴州」
327,元世祖
328,力自行車
329,數學
330,亞熱帶季風氣候
331,經濟
332,阻塞維持的時間
333,高拱乾
334,愛爾蘭語，在英語中也稱為[UNK]、[UNK]、[UNK][UNK]或[UNK]，因此在漢語中愛爾蘭語
335,失分
336,銃炮
337,1959年
338,1980年代
339,凱·艾維州長
340,[UNK]
341,烏蘭牧騎式
342,希伯來文
343,第四心音
344,2010年
345,武漢
346,1868年
347,托土拉島
348,
349,倫敦大學
350,1888年
351,岡仁波齊峰
352,1973年
353,突厥
354,大島造船所
355,南斯拉夫社會主義聯邦共和國
356,發揮其強大的經濟潛力，以達到成為非洲主要經濟體的目標
357,硫
358,與丹尼索瓦人混血
359,忽必烈
360,威尼斯聖馬可教堂的帕拉多霍
361,2000年
362,蝸牛狀
363,萊茵蘭
364,1954年
365,韓國
366,熱帶加勒比海島嶼
367,1955年
368,史都華
369,1910年
370,中亞地區
371,該國訛答剌地方大臣海兒汗亦納勒術前後兩次屠殺蒙古商隊並侮辱蒙古使臣
372,1958年
373,2011年
374,地球優先
375,巴爾的摩
376,中華民國政府
377,社團部
378,因為她以為托爾金已經忘了她。兩人在一個鐵路橋下見面重續舊情。伊迪絲歸還了訂婚戒指，聲明她會與托爾金結婚。他們訂婚後，伊迪絲不情願地在托爾金的堅持下宣布自己皈依羅馬天主教
379,全息照片郵票
380,孔子
381,大連路的地鐵站2號口
382,2005年
383,中國官員承認中國器官移植手術所使用的人體器官大部分來源於被判處死刑犯人的自願捐助
384,太陽恆定
385,60
386,心臟泵出的血流只有一股。圓口綱
387,1809年
388,英國壟斷原材料市場
389,民國36年
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,幅員遼闊
392,伯克制
393,擺脫螺旋槳在接近音速時的上限
394,國家起源說
395,路易·巴斯德
396,中部科學園區
397,宣統三年九月十九日
398,1976年
399,高麗作品
400,黑死病
401,突厥語
402,拉海納
403,約翰·坎貝爾
404,8小時
405,「樂壇女王
406,民國16年
407,國立廣東大學
408,自殺
409,六億七千多萬美金
410,妖怪
411,
412,低地蘇格蘭語
413,空氣
414,非常混亂
415,漢語
416,清太宗
417,信陽市
418,1000
419,准將
420,質量
421,科技
422,媽祖
423,鮑德溫伯爵
424,七屆四中全會
425,20餘米
426,蘇丹
427,行軍大總管
428,長高約八公分
429,2005年9月
430,天文和天文物理
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,連續的日數
436,病毒載體
437,陳誠
438,2005年
439,
440,進出口貿易
441,中原大戰
442,1972年
443,天皇
444,731美元
445,蒙德維爾
446,嘉義市
447,說明糧食生產的豐富
448,肺呼氣機制，但部分語言也會使用緊喉音、內破音、搭嘴音等氣流機制
449,五角星
450,君士坦提烏斯
451,航海工業
452,
453,匿蹤性能較佳
454,
455,1945年
456,一條簡單的直線
457,人民路
458,盟旗制
459,日本設總督府統治全臺，正式施政。自此至二戰結束為止，其間名稱多次變更。明治三十九年嘉義大地震，城垣全毀，僅存東門。次年，日本
460,布朗茜
461,南緯30度
462,一次大戰期間
463,溫布頓網球錦標賽
464,美國
465,自由派，另一個是?[SEP]是拿破崙一世的幼弟路易·波拿巴，而他的母親則是拿破崙的繼女奧坦絲·德·博阿爾內。因此，他是拿破崙的侄子。路易-拿破崙父母的婚事，是由拿破崙的妻子，約瑟芬皇后安排的，目的是為當時膝下無兒的拿破崙生下一個繼承人
466,[UNK]
467,路吉阿諾斯
468,1911年
469,1982年
470,七年
471,奧地利
472,貝爾實驗室
473,譚詠麟
474,吳三連
475,1918年
476,郭松齡
477,1月7日
478,掃雷艇部隊
479,海都之亂
480,赦免權
481,民國15年
482,1976年
483,波你尼
484,匈奴
485,線傳飛控
486,韓朝
487,烏孜別克人
488,2555公里
489,第一次國共內戰
490,118年
491,茲維亞德·加姆薩胡爾季阿
492,以避免造成路口交通不暢
493,反潛直升機而設置的機庫和飛行甲板也被安裝到驅逐艦上。為控制導彈
494,荀子
495,清朝
496,9
497,雙北合作交流平台
498,可以有多部電腦介入飛控系統操作
499,中國政法大學
500,瑪黛茶
501,中華民國空軍
502,矽酸鹽
503,古代
504,民國4年12月25日
505,西格里
506,地球解放陣線
507,1949年
508,貝爾根
509,青蓮居士
510,朱元璋
511,財富
512,低稅賦
513,小選舉區制
514,東歐
515,抗議活動
516,自由放任
517,生化武器
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,新店
522,1902年
523,蝸頂
524,戰後1950年代
525,2.80
526,利用小型雷達測距儀追蹤目標的距離
527,2002年
528,氫硫酸
529,共和時期的法國人，只會記得拿破崙在位期間的獨裁作風
530,無法弄清楚如何加入圖像。無法弄清楚如何顯示帶連結的文字
531,黨費
532,沒有兩性的分化，在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《實業部組織法》
535,米菓
536,
537,帕吉勒提河
538,「西南美麗的地方」
539,「天」的至高無上
540,開羅
541,1932年
542,林紹良
543,1955年
544,多倫多運輸局
545,公元前一世紀
546,工事
547,1898年
548,老虎
549,狄拉克
550,唐代宗
551,健康寫實電影
552,北竿島的壁山標高291.7公尺，為馬祖列島第一高峰。南竿
553,矮星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1789年
559,兩個
560,永康方巖
561,1897年
562,
563,
564,總兵官
565,《歷史》
566,高速線哈大客運專線
567,民國廿二年許昌縣誌記載：許昌古城在城東30里，圍九里一百二十九步。相傳曹操所築，今存遺址。至今城垣輪廓依稀可辨，夯地土層清晰可見，漢磚瓦塊俯拾皆是。1986年，該遺址被河南省人民政府公布為省級文物保護單位。
568,自然科學研究
569,反文化運動
570,英國
571,郭沫若
572,轟炸機
573,小型雷達測距儀
574,義大利
575,中世紀的漢撒同盟時代
576,聽放線
577,刺史
578,
579,至元三十年
580,多數派
581,
582,陶瓷
583,1980年代
584,法國
585,密西西比
586,1997年
587,隋代運河舊道
588,3年
589,[UNK][UNK]
590,1959年7月
591,101公里
592,國務院常務會議
593,低倍率
594,喬治亞共和國
595,1943年
596,全面性
597,頭盆不相稱
598,聯邦制國家由各個聯邦成員組成，各成員單位先於聯邦國家存在
599,韓國
600,感染，更不會採取任何有效措施來預防感染
601,20%
602,瀕危物種
603,越戰
604,民主
605,智慧地使用冷氣
606,濕熱
607,金華
608,1928年
609,通過衛星將地面基站發射的微波訊號遠距離傳輸，最終用戶使用定向天線
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,中國人民銀行籌備處
614,市場分析
615,上海南站
616,2005年
617,家庭喜劇片
618,反對同性婚姻者
619,婦女
620,取消朱標的明興宗廟號
621,
622,史彌遠
623,自由民主黨
624,傳播色情
625,電穿孔細胞
626,哈大客運專線
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,以東地區
632,要求蘇方撤軍
633,巴黎聖母院
634,西方文明開始衝擊朝鮮半島
635,漢武帝
636,1936年
637,預言
638,非商用
639,五桂山
640,枇杷
641,嘉義市豎立了嘉義市
642,三級產業以43.2%領先製造業
643,29個
644,民國31年
645,10月10日
646,名人傳
647,元音
648,第二次世界大戰
649,5000噸級
650,敘利亞
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯四世
655,尼安三世
656,印度次大陸
657,中華民國空軍
658,1955年
659,16世紀末
660,油氣開發
661,地球大氣層及其他天體之外的虛空區域。與真空有所不同的是，外太空含有密度很低的物質，以電漿態的氫
662,明孝宗
663,喀喇汗國
664,第一區
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,史前人類宗教信仰和習俗的總稱
670,福建北茭半島
671,1899年
672,牟定縣
673,聖武記
674,中央窩
675,利奧三世
676,「殖民主義
677,奧德
678,30米以上
679,溫度
680,積極性
681,麥克萊倫
682,赤城鎮政府街1號
683,外層的纖維心包
684,羅非魚
685,潘普洛納
686,阿爾邁山礦泉
687,1848年
688,《臺灣府志》
689,杜林
690,第八位
691,決勝局開始
692,民國39年
693,北京郵票廠
694,由亞歷山大漢密爾頓領導的執政黨-聯邦黨
695,超新星
696,全斗煥
697,西部草原的緣蘭花屬於瀕危物種。
698,[UNK]啦啦隊長
699,民法
700,382年
701,軍隊編制問題
702,沈葆楨
703,
704,1
705,何韻詩
706,1923年
707,阿基米德
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,可可鹼
712,
713,金礪
714,22
715,公共健康與醫學領域
716,反法盟軍雖然有著兵力上的優勢，但卻不再主動進攻法國。這是因為反法同盟的主力英國鑑於俄國於同期的大北方戰爭中獲勝，為防俄國從此稱霸北歐，必須趕快對法國停戰，以抽身制衡俄國。
717,1962年
718,洪武三十一年
719,國民黨
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,劉牢之
725,圓錐形
726,漳州人
727,6個小時
728,1866年
729,分發式政策
730,
731,通過衛星將地面基站發射的微波訊號遠距離傳輸，最終用戶使用定向天線將接收的訊號通過解碼器解碼後輸出到電視終端收視的一整套過程。
732,金正恩
733,第一
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,元惠宗
738,湘江
739,1898年
740,守舊派
741,新加坡
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中國共產黨
746,修改國會選區
747,強制安裝子宮避孕環
748,恩琴
749,全國人民代表大會常務委員會
750,蔡素玉
751,棕矮星
752,用來嚇阻鳥群
753,為推行反共政策
754,
755,
756,分子雲內部
757,汗國
758,君士坦丁堡城
759,1916年
760,1939年
761,東三省巡閱使署衛隊旅第二團團長
762,東南亞南島民族
763,1970年
764,麥迪遜分校
765,恢復期長
766,闕毗伽·卡迪爾汗
767,帕拉多霍祭壇組雕
768,資格賽
769,周貽淦
770,民國16年
771,公元前三世紀
772,三監之亂
773,周恩來
774,馬略
775,至元十三年
776,妖怪
777,1970年代
778,圖西族
779,聖餐持紀念說
780,自殺罪
781,三國志
782,地心說
783,長沙太守
784,凝固是指在溫度降低時，物質由液態變為固態的過程，物質凝固時的溫度
785,2002年
786,
787,比利時
788,乙氧基乙烷
789,「宇宙是從何而來？
790,「兄弟國的盟約」
791,2011年
792,硫
793,1979年
794,義大利
795,村塢型經濟
796,卡拉恰伊湖
797,宋理宗
798,阿拉里克
799,廣州
800,共和黨
801,百濟
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,1449年
811,1970年
812,隆武帝
813,海戰
814,申侯
815,《黑色道格拉斯》
816,雙汗制
817,23
818,半軍事管制
819,國際奧委會
820,恆星自轉
821,人文關懷
822,1956年
823,《產假和保護婦女兒童權利法》
824,民國前香港為革命基地
825,美國太平洋艦隊潛艇部隊第81分隊
826,夫餘國
827,人民頻繁的遷移
828,四世紀
829,境外節目
830,造成政府的長期不穩定
831,英國
832,1927年
833,高句麗
834,蘇區
835,臺北縣改制新北市
836,大火
837,1940年
838,文化人類學
839,1987年
840,此份研究實無參考價值
841,黃河流域和海河流域。東部主要有松溪河、清漳河、濁漳河；西部
842,關漢卿
843,湯玉麟
844,陳平順
845,低自轉速速
846,厄德
847,整個站體都位於天橋上的車站
848,1955年
849,外蒙古等五國申請加入聯合國
850,金屬出現的時代
851,
852,國定假日
853,德國人
854,
855,羅馬帝國
856,分子雲
857,猶太人
858,擔心引起教會勢力的強烈反彈
859,1987年
860,韓國
861,朱載[UNK]
862,
863,法文老師
864,玻里尼西亞
865,廉興
866,基因特質
867,印地語
868,哥白尼
869,江青
870,長高約八公分
871,第二產程，即胎兒娩出期
872,民國42年
873,一所在武漢、北京兩地辦學，具有四個相對獨立實體的特殊大學
874,中國科學技術大學副校長
875,咖啡因
876,君士坦提烏斯
877,2000年6月
878,京釜高速線
879,美西戰爭
880,尊漢思想
881,男性
882,眾神之王宙斯的戀人之一：埃歐，祂是希拉的女祭司
883,供應服務過多
884,「1910年革命」
885,洛邑
886,士人
887,杜慧度
888,制憲改革
889,元帝國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,2002年
894,小學
895,難以運用科學方法證明其真偽
896,國家安全局
897,冷戰時期
898,1989年
899,紅巨星
900,顯微注射
901,馬可波羅
902,歐洲東部
903,上海鐵路局
904,人民幣
905,俄國對此通牒置之不理
906,德語聖經
907,自主選擇權，需要開具引產證明。在生育自主權上，未婚女性不具有使用精子庫
908,質量
909,加拿大軍事基地。基地擁有飛行運行支持部門和幾所航空培訓學校，以及加拿大空軍一師和加拿大北美空防司令部地區總部。加拿大軍隊第17聯隊
910,
911,1950年代
912,文藝復興運動
913,性犯罪
914,文藝復興式
915,淮安
916,1584年
917,1989年
918,西部魯爾區
919,柏林國際廣播電台
920,最遙遠
921,11世紀
922,使郵驛通信十分有效地發揮效能
923,超文字預處理器指令碼
924,人文
925,1949年
926,67個
927,1月1日
928,2000年
929,萊茵蘭
930,黑龍江礦產
931,私立大學
932,3座
933,為早期韓國華僑的聚集所在
934,姑臧
